"player","eventType","outcome","x","y","endX","endY","isTouch","isProgPass"
"Willian Arão","Pass","Successful",56.2,47.3,65.2,56.9,TRUE,0
"Willian Arão","Pass","Unsuccessful",33,72.7,53.5,96,TRUE,0
"Willian Arão","Pass","Successful",39.9,46.6,49.9,70.5,TRUE,0
"Willian Arão","Pass","Unsuccessful",53,42.5,61.9,75.4,TRUE,0
"Willian Arão","Pass","Unsuccessful",53.1,66.9,61.9,60.3,TRUE,0
"Willian Arão","Pass","Successful",21.4,15.9,26.7,14.1,TRUE,0
"Willian Arão","Pass","Unsuccessful",50.6,60.3,52.6,57.6,TRUE,0
"Willian Arão","Pass","Unsuccessful",51.9,45.2,60.8,30.9,TRUE,0
"Willian Arão","Pass","Successful",37,33,27.6,17.2,TRUE,0
"Willian Arão","Pass","Successful",46.5,48.7,36.9,17.6,TRUE,0
"Willian Arão","Pass","Unsuccessful",54.4,30.1,74.1,70.7,TRUE,1
"Willian Arão","Pass","Successful",37,19,22.9,54,TRUE,0
"Willian Arão","Pass","Successful",43.3,30.3,53.6,55.7,TRUE,0
"Willian Arão","Pass","Successful",66.5,49.1,49,44.1,TRUE,0
"Willian Arão","Pass","Successful",53.4,77.1,55.8,93.1,TRUE,0
"Willian Arão","Pass","Successful",53,68.2,80.1,9.5,TRUE,1
"Willian Arão","Pass","Successful",28.6,39.4,23.6,67.3,TRUE,0
"Willian Arão","Pass","Successful",68.9,49.5,76.6,65.3,TRUE,0
"Willian Arão","Pass","Successful",63.7,88.8,71.9,92.9,TRUE,0
"Willian Arão","Pass","Unsuccessful",65,92.5,63.5,91.5,TRUE,0
"Willian Arão","Pass","Successful",60.3,92.3,49.1,92.1,TRUE,0
"Willian Arão","Pass","Successful",31.8,63.1,33.6,76.1,TRUE,0
"Willian Arão","Pass","Unsuccessful",33.3,62.3,70.9,59.8,TRUE,1
"Willian Arão","Pass","Successful",38.6,34,46.4,42.7,TRUE,0
"Willian Arão","Pass","Successful",42,49.5,49.1,49.3,TRUE,0
"Willian Arão","Pass","Unsuccessful",59.2,21.1,68.9,36.4,TRUE,1
"Willian Arão","Pass","Successful",60.4,36.1,64.4,43.1,TRUE,0
"Willian Arão","Pass","Successful",11.7,66.2,22.9,8.2,TRUE,0
"Willian Arão","Pass","Successful",53.8,47.7,92.3,85.7,TRUE,1
"Willian Arão","Pass","Unsuccessful",61.8,34.6,69.5,40.3,TRUE,0
"Willian Arão","Pass","Successful",53.3,53.4,46.1,31.8,TRUE,0
"Willian Arão","Pass","Successful",39.9,50.1,64.9,20.5,TRUE,1
"Willian Arão","Pass","Successful",19.8,58.4,30.3,3.7,TRUE,0
"Willian Arão","Pass","Successful",57.8,30.5,68.9,54,TRUE,1
"Willian Arão","Pass","Successful",54.6,52.1,71.1,65.8,TRUE,1
"Willian Arão","Pass","Successful",59.9,75,65.1,55.4,TRUE,0
"Willian Arão","Pass","Successful",54.6,53.2,46.7,31.4,TRUE,0
"Willian Arão","Pass","Successful",35.8,46,36.1,83.7,TRUE,0
"Willian Arão","Pass","Successful",54.7,60.8,52.6,73.2,TRUE,0
"Willian Arão","Pass","Successful",68.5,39.7,74.3,42.9,TRUE,0
"Willian Arão","Pass","Successful",6.9,24.8,16.4,3.2,TRUE,0
"Willian Arão","Pass","Successful",10.6,10,23.1,10,TRUE,0
"Willian Arão","Pass","Successful",30.2,26.8,32.9,40.5,TRUE,0
"Willian Arão","Pass","Successful",43.9,69.7,32.5,60.6,TRUE,0
"Willian Arão","Pass","Unsuccessful",34.6,53.8,89.9,100,TRUE,1
"Willian Arão","Pass","Successful",34.3,43.1,33.1,20,TRUE,0
"Willian Arão","Pass","Successful",63.6,10,67.2,24.8,TRUE,0
"Willian Arão","Pass","Successful",45.3,68,51.6,60.8,TRUE,0
"Willian Arão","Pass","Successful",30.1,40.9,34.5,70.2,TRUE,0
"Willian Arão","Pass","Unsuccessful",35.1,14.3,43.7,0,TRUE,0
"Willian Arão","Pass","Unsuccessful",32.8,19.2,87.8,32.5,TRUE,1
"Willian Arão","Pass","Successful",55.5,65.8,56,89.6,TRUE,0
"Willian Arão","Pass","Successful",59.2,72.1,69.1,71.9,TRUE,0
"Willian Arão","Pass","Successful",24.8,32.4,22.9,66.4,TRUE,0
"Willian Arão","Pass","Successful",33.4,57.1,42.1,11.7,TRUE,0
"Willian Arão","Pass","Successful",30.3,37,28.8,66.7,TRUE,0
"Willian Arão","Pass","Successful",53.9,22.2,63.9,27.9,TRUE,0
"Willian Arão","Pass","Successful",41.9,23.3,61.9,6.7,TRUE,0
"Willian Arão","Pass","Successful",46.5,15.4,47.2,29.2,TRUE,0
"Willian Arão","Pass","Successful",41.4,21.3,28.4,16.1,TRUE,0
"Willian Arão","Pass","Successful",41,51.4,37.4,88.9,TRUE,0
"Willian Arão","Pass","Successful",65.8,11.5,71.1,21.6,TRUE,0
"Willian Arão","Pass","Unsuccessful",68.5,29.4,76,47.3,TRUE,1
"Willian Arão","Pass","Successful",54.6,40.6,61.7,24.8,TRUE,0
"Willian Arão","Pass","Successful",52.4,26.3,44.8,49.7,TRUE,0
"Willian Arão","Pass","Unsuccessful",35.2,19.6,36.8,15.9,TRUE,0
"Willian Arão","Pass","Successful",32.3,11.9,26.9,10,TRUE,0
"Willian Arão","Pass","Successful",62.3,81.9,44.5,64.7,TRUE,0
"Willian Arão","Pass","Successful",36.8,26.1,14.4,51.8,TRUE,0
"Willian Arão","Pass","Successful",38.2,21.6,41.3,31.4,TRUE,0
"Willian Arão","Pass","Successful",28.7,23.5,14.2,47,TRUE,0
"Willian Arão","Pass","Successful",35.6,48.8,32,76,TRUE,0
"Willian Arão","Pass","Successful",35.2,59.9,38.2,83.7,TRUE,0
"Willian Arão","Pass","Successful",32.3,50.1,46.5,32.2,TRUE,0
"Willian Arão","Pass","Successful",64.5,28.3,63.7,34.8,TRUE,0
"Willian Arão","Pass","Successful",34.6,53.4,39.6,23.3,TRUE,0
"Willian Arão","Pass","Successful",32.4,32.9,30.1,59.5,TRUE,0
"Willian Arão","Pass","Successful",70.4,20.9,74.2,16.3,TRUE,0
"Willian Arão","Pass","Successful",43.2,50.8,46.5,42.7,TRUE,0
"Willian Arão","Pass","Successful",47.2,44,39.8,27.9,TRUE,0
"Willian Arão","Pass","Successful",45.4,56.6,65.8,87.6,TRUE,0
"Willian Arão","Pass","Successful",26.6,41.6,35.4,46.6,TRUE,0
"Willian Arão","Pass","Successful",35,62.8,36,22.8,TRUE,0
"Willian Arão","Pass","Successful",60.4,32.9,46.7,53.4,TRUE,0
"Willian Arão","Pass","Successful",55.7,72.1,47.4,42.3,TRUE,0
"Willian Arão","Pass","Successful",40.2,49.3,35.4,75.5,TRUE,0
"Willian Arão","Pass","Successful",36,42.8,37.1,19.7,TRUE,0
"Willian Arão","Pass","Successful",68.7,27.8,81.4,5.8,TRUE,0
"Willian Arão","Pass","Successful",34.8,76.7,40.3,62.9,TRUE,0
"Willian Arão","Pass","Successful",28.5,41.9,28.2,23.3,TRUE,0
"Willian Arão","Pass","Successful",28,41.9,28.3,79.4,TRUE,0
"Willian Arão","Pass","Successful",41.6,62.4,41.9,36.2,TRUE,0
"Willian Arão","Pass","Successful",52.2,60.3,46.2,35.8,TRUE,0
"Willian Arão","Pass","Successful",22.6,64.2,24.9,27.4,TRUE,0
"Willian Arão","Pass","Unsuccessful",40.9,8.9,52.9,24.4,TRUE,0
"Willian Arão","Pass","Successful",27.1,47.9,28.7,69,TRUE,0
"Willian Arão","Pass","Successful",56,68.9,53.8,84.6,TRUE,0
"Willian Arão","Pass","Successful",34.9,63.9,56.5,72.2,TRUE,1
"Willian Arão","Pass","Successful",52.1,56,64.9,51.6,TRUE,1
"Willian Arão","Pass","Successful",43,72,42,34.1,TRUE,0
"Willian Arão","Pass","Successful",31.9,40.7,36,24.2,TRUE,0
"Willian Arão","Pass","Successful",28.9,14,39,3.1,TRUE,0
"Willian Arão","Pass","Successful",41.6,23,87.1,7.3,TRUE,1
"Willian Arão","Pass","Successful",34.7,90.9,55.6,84.9,TRUE,1
"Willian Arão","Pass","Successful",41.7,74.4,84.5,4.3,TRUE,1
"Willian Arão","Pass","Successful",39.5,26.9,52.2,45.2,TRUE,0
"Willian Arão","Pass","Successful",66.6,61.5,86.7,16.1,TRUE,0
"Willian Arão","Pass","Successful",44.4,64.5,54.3,65.8,TRUE,0
"Willian Arão","Pass","Successful",69.1,76.2,66.8,57.6,TRUE,0
"Willian Arão","Pass","Successful",32.7,70.1,8.1,52.7,TRUE,0
"Willian Arão","Pass","Successful",53.7,73.2,56.2,96.3,TRUE,0
"Willian Arão","Pass","Unsuccessful",66.9,72.5,70,78,TRUE,0
"Willian Arão","Pass","Successful",65.3,61.7,57.7,53,TRUE,0
"Willian Arão","Pass","Successful",52.6,47.8,53.8,75,TRUE,0
"Willian Arão","Pass","Successful",65.6,81.8,60.3,48.7,TRUE,0
"Willian Arão","Pass","Successful",65.4,46.9,71.8,59.4,TRUE,0
"Willian Arão","Pass","Successful",48,21.1,37.2,28.7,TRUE,0
"Willian Arão","Pass","Successful",45.3,28.9,48.7,44.7,TRUE,0
"Willian Arão","Pass","Successful",39.4,22.9,38.5,7.9,TRUE,0
"Willian Arão","Pass","Successful",18.1,75.8,37.7,91.7,TRUE,0
"Willian Arão","Pass","Successful",40,58.2,40.1,81.6,TRUE,0
"Willian Arão","Pass","Successful",63.3,88.4,68.2,78.9,TRUE,0
"Willian Arão","Pass","Successful",62.1,57.9,68.6,57,TRUE,0
"Willian Arão","Pass","Successful",18.9,47,28.2,49,TRUE,0
"Willian Arão","Pass","Successful",47.6,80.9,43.9,52.1,TRUE,0
"Willian Arão","Pass","Successful",57.4,80.4,58.5,94.8,TRUE,0
"Willian Arão","Pass","Successful",66.9,96.2,58.4,97.7,TRUE,0
"Willian Arão","Pass","Successful",56.5,72.8,52.6,90.8,TRUE,0
"Willian Arão","Pass","Successful",67.8,46.9,71.9,75.5,TRUE,0
"Willian Arão","Pass","Successful",28.1,20.6,28.3,13.7,TRUE,0
"Willian Arão","Pass","Successful",62.2,86.9,70.7,86,TRUE,0
"Willian Arão","Pass","Successful",42.7,49.1,42.7,34.2,TRUE,0
"Willian Arão","Pass","Unsuccessful",22.6,68.2,38,75.3,TRUE,0
"Willian Arão","Pass","Unsuccessful",37.1,19.1,54.6,7.3,TRUE,0
"Willian Arão","Pass","Successful",42.2,50.3,46.1,76.9,TRUE,0
"Willian Arão","Pass","Successful",51.9,61.1,68.3,38.8,TRUE,1
"Willian Arão","Pass","Unsuccessful",35,83.7,51.1,90.5,TRUE,0
"Willian Arão","Pass","Unsuccessful",37.4,76.1,53.8,68.7,TRUE,1
"Willian Arão","Pass","Successful",67.1,46,53.3,57.9,TRUE,0
"Willian Arão","Pass","Successful",35.9,50.7,41.5,74.5,TRUE,0
"Willian Arão","Pass","Unsuccessful",87.4,45.4,92.4,38,TRUE,0
"Willian Arão","Pass","Successful",22.2,49,25.2,24.9,TRUE,0
"Willian Arão","Pass","Successful",53.2,40.3,46.1,30.9,TRUE,0
"Willian Arão","Pass","Successful",53.1,69,43,72.3,TRUE,0
"Willian Arão","Pass","Successful",54.3,77.6,67.8,98.6,TRUE,0
"Willian Arão","Pass","Successful",46.8,92.6,45.5,56.7,TRUE,0
"Willian Arão","Pass","Successful",58.2,77,72.8,98.3,TRUE,0
"Willian Arão","Pass","Successful",30.9,52.5,35,75,TRUE,0
"Willian Arão","Pass","Successful",38.2,45.5,44.3,21.2,TRUE,0
"Willian Arão","Pass","Successful",57.5,27.9,53,13.7,TRUE,0
"Willian Arão","Pass","Successful",47.7,40,81.3,5.5,TRUE,1
"Willian Arão","Pass","Successful",44.6,64.6,51.1,43.9,TRUE,0
"Willian Arão","Pass","Successful",58.8,22.1,66.3,31,TRUE,0
"Willian Arão","Pass","Unsuccessful",45.8,79.6,46.4,78.2,TRUE,0
"Willian Arão","Pass","Successful",13.3,57.5,32.5,40,TRUE,0
"Willian Arão","Pass","Unsuccessful",39.4,88.9,81.7,98.6,TRUE,1
"Willian Arão","Pass","Successful",70.2,39.7,78.5,58.1,TRUE,1
"Willian Arão","Pass","Unsuccessful",20.4,98.1,57.8,90.8,TRUE,1
"Willian Arão","Pass","Unsuccessful",38.5,85.3,42.8,100,TRUE,0
"Willian Arão","Pass","Successful",28.1,52.4,51.3,3.8,TRUE,0
"Willian Arão","Pass","Successful",63.4,4,60,1.3,TRUE,0
"Willian Arão","Pass","Successful",39.2,35.8,65.6,1,TRUE,1
"Willian Arão","Pass","Successful",61.2,33.6,34.7,27.7,TRUE,0
"Willian Arão","Pass","Successful",54.2,29.4,62.2,19.2,TRUE,0
"Willian Arão","Pass","Unsuccessful",54.1,24.4,58.9,18.8,TRUE,0
"Willian Arão","Pass","Successful",43.2,54,34.8,73,TRUE,0
"Willian Arão","Pass","Successful",71.6,22.4,69.9,40.1,TRUE,0
"Willian Arão","Pass","Unsuccessful",68.8,39.8,78.2,1.1,TRUE,0
"Willian Arão","Pass","Successful",42,28,38.9,65.7,TRUE,0
"Willian Arão","Pass","Successful",45.7,28.5,57.1,22.4,TRUE,0
"Willian Arão","Pass","Successful",32.1,4.9,19.1,36.7,TRUE,0
"Willian Arão","Pass","Successful",33,8.2,20.9,44.3,TRUE,0
"Willian Arão","Pass","Successful",58.1,62.4,73.4,52.4,TRUE,1
"Willian Arão","Pass","Successful",38.1,91.4,54.2,88.4,TRUE,0
"Willian Arão","Pass","Successful",49.1,49.3,43.6,33.2,TRUE,0
"Willian Arão","Pass","Successful",35.9,43.4,39.3,94.2,TRUE,0
